# Default global universe for `bot refresh --fmp`.
# Synthetic curated list (~500 large-cap names, US + international).
# One ticker per line under the `ticker` header. FMP symbol conventions
# (e.g. NESN.SW, 7203.T, 0700.HK). Configurable later (issue #23).
ticker
AAPL
MSFT
GOOGL
GOOG
AMZN
NVDA
META
TSLA
BRK-B
AVGO
JPM
LLY
V
UNH
XOM
MA
JNJ
PG
HD
COST
ABBV
MRK
CVX
KO
ADBE
PEP
WMT
BAC
CRM
ACN
MCD
NFLX
TMO
LIN
ABT
CSCO
DHR
INTC
AMD
WFC
TXN
VZ
DIS
PM
CMCSA
INTU
AMGN
QCOM
IBM
NOW
UNP
CAT
GE
HON
SPGI
LOW
BA
NKE
GS
UBER
AXP
BLK
ISRG
BKNG
ELV
PLD
SYK
MS
T
DE
TJX
VRTX
MDT
GILD
LMT
MMC
ADP
CB
REGN
C
SCHW
MO
CI
ZTS
BSX
SO
BDX
PGR
DUK
SLB
ETN
AON
ITW
NOC
EQIX
APD
CME
WM
SHW
CSX
ICE
FCX
MCK
PNC
MMM
EMR
USB
ROP
GD
AJG
MAR
PSA
HUM
TGT
CL
FDX
NSC
APH
MSI
ORLY
EW
PCAR
CMG
MNST
KMB
ADSK
AEP
AIG
TFC
TRV
SRE
D
PSX
ROST
MET
A
F
GM
AFL
JCI
DOW
OXY
KMI
WMB
HLT
NUE
PRU
ALL
HCA
BK
CTAS
YUM
IDXX
KR
EXC
PAYX
VLO
ODFL
FAST
EA
GWW
BIIB
CPRT
GIS
COF
DD
AME
XEL
KHC
OTIS
VRSK
ED
RSG
DG
HSY
CTSH
KDP
ON
DLR
PEG
WELL
DVN
HAL
CCI
MCHP
GLW
ANSS
WBD
EBAY
FTNT
SBUX
CDNS
SNPS
KLAC
LRCX
MU
ADI
AMAT
PANW
CRWD
ABNB
DDOG
SNOW
PLTR
ZS
NET
TTD
WDAY
TEAM
ZM
DOCU
OKTA
MDB
HUBS
NESN.SW
ROG.SW
NOVN.SW
UHR.SW
ZURN.SW
CFR.SW
ABBN.SW
SREN.SW
LONN.SW
GIVN.SW
MC.PA
OR.PA
RMS.PA
TTE.PA
SAN.PA
AIR.PA
SU.PA
AI.PA
EL.PA
CS.PA
BNP.PA
DG.PA
BN.PA
SAF.PA
KER.PA
ENGI.PA
VIE.PA
STLA.PA
ORA.PA
CAP.PA
SGO.PA
HO.PA
RI.PA
ML.PA
ACA.PA
SAP.DE
SIE.DE
ALV.DE
DTE.DE
MRK.DE
MBG.DE
BMW.DE
VOW3.DE
BAS.DE
BAYN.DE
IFX.DE
DBK.DE
ADS.DE
MUV2.DE
DB1.DE
RWE.DE
EOAN.DE
HEN3.DE
DTG.DE
BEI.DE
FRE.DE
SHL.DE
SHEL.L
AZN.L
HSBA.L
ULVR.L
BP.L
RIO.L
GSK.L
DGE.L
REL.L
BATS.L
GLEN.L
LSEG.L
NG.L
BARC.L
VOD.L
PRU.L
LLOY.L
BA.L
AAL.L
STAN.L
TSCO.L
NWG.L
IMB.L
CPG.L
SSE.L
ABF.L
ASML.AS
PRX.AS
INGA.AS
HEIA.AS
PHIA.AS
WKL.AS
ADYEN.AS
DSFIR.AS
AD.AS
ABN.AS
ENEL.MI
ISP.MI
ENI.MI
UCG.MI
RACE.MI
STM.MI
G.MI
TIT.MI
PST.MI
SRG.MI
SAN.MC
IBE.MC
ITX.MC
BBVA.MC
TEF.MC
AMS.MC
FER.MC
REP.MC
AENA.MC
ELE.MC
NOVO-B.CO
MAERSK-B.CO
DSV.CO
ORSTED.CO
CARL-B.CO
NZYM-B.CO
VWS.CO
DANSKE.CO
ATCO-A.ST
INVE-B.ST
VOLV-B.ST
ERIC-B.ST
SEB-A.ST
HM-B.ST
SAND.ST
ESSITY-B.ST
EQNR.OL
DNB.OL
TEL.OL
MOWI.OL
YAR.OL
AKRBP.OL
NHY.OL
7203.T
6758.T
9984.T
8306.T
6861.T
9433.T
6098.T
8035.T
4063.T
9432.T
7974.T
6501.T
8316.T
6902.T
4519.T
7267.T
6367.T
8058.T
9434.T
4502.T
6594.T
8001.T
0700.HK
9988.HK
0941.HK
1299.HK
3690.HK
0005.HK
1810.HK
0388.HK
2318.HK
0883.HK
0939.HK
1398.HK
2628.HK
0001.HK
0027.HK
1024.HK
9618.HK
9999.HK
2020.HK
1211.HK
RELIANCE.NS
TCS.NS
HDFCBANK.NS
INFY.NS
ICICIBANK.NS
HINDUNILVR.NS
SBIN.NS
ITC.NS
BHARTIARTL.NS
KOTAKBANK.NS
LT.NS
BAJFINANCE.NS
ASIANPAINT.NS
MARUTI.NS
BHP.AX
CBA.AX
CSL.AX
NAB.AX
WBC.AX
ANZ.AX
FMG.AX
WES.AX
MQG.AX
WOW.AX
TLS.AX
RIO.AX
SHOP.TO
RY.TO
TD.TO
ENB.TO
CNR.TO
CP.TO
BMO.TO
BNS.TO
TRP.TO
SU.TO
ABX.TO
BCE.TO
005930.KS
000660.KS
005380.KS
035420.KS
051910.KS
006400.KS
005490.KS
035720.KS
VALE3.SA
PETR4.SA
ITUB4.SA
BBDC4.SA
B3SA3.SA
ABEV3.SA
WEGE3.SA
RENT3.SA
